Emote Name,Image URL
ResidentSleeper,https://static-cdn.jtvnw.net/emoticons/v2/245/default/dark/3.0
FUNgineer,https://static-cdn.jtvnw.net/emoticons/v2/244/default/dark/3.0
PMSTwin,https://static-cdn.jtvnw.net/emoticons/v2/92/default/dark/3.0
ShazBotstix,https://static-cdn.jtvnw.net/emoticons/v2/87/default/dark/3.0
AsianGlow,https://static-cdn.jtvnw.net/emoticons/v2/74/default/dark/3.0
DBstyle,https://static-cdn.jtvnw.net/emoticons/v2/73/default/dark/3.0
BloodTrail,https://static-cdn.jtvnw.net/emoticons/v2/69/default/dark/3.0
OneHand,https://static-cdn.jtvnw.net/emoticons/v2/66/default/dark/3.0
FrankerZ,https://static-cdn.jtvnw.net/emoticons/v2/65/default/dark/3.0
SMOrc,https://static-cdn.jtvnw.net/emoticons/v2/52/default/dark/3.0
ArsonNoSexy,https://static-cdn.jtvnw.net/emoticons/v2/50/default/dark/3.0
PunchTrees,https://static-cdn.jtvnw.net/emoticons/v2/47/default/dark/3.0
SSSsss,https://static-cdn.jtvnw.net/emoticons/v2/46/default/dark/3.0
Kreygasm,https://static-cdn.jtvnw.net/emoticons/v2/41/default/dark/3.0
KevinTurtle,https://static-cdn.jtvnw.net/emoticons/v2/40/default/dark/3.0
PJSalt,https://static-cdn.jtvnw.net/emoticons/v2/36/default/dark/3.0
SwiftRage,https://static-cdn.jtvnw.net/emoticons/v2/34/default/dark/3.0
DansGame,https://static-cdn.jtvnw.net/emoticons/v2/33/default/dark/3.0
GingerPower,https://static-cdn.jtvnw.net/emoticons/v2/32/default/dark/3.0
BCWarrior,https://static-cdn.jtvnw.net/emoticons/v2/30/default/dark/3.0
MrDestructoid,https://static-cdn.jtvnw.net/emoticons/v2/28/default/dark/3.0
JonCarnage,https://static-cdn.jtvnw.net/emoticons/v2/26/default/dark/3.0
Kappa,https://static-cdn.jtvnw.net/emoticons/v2/25/default/dark/3.0
RedCoat,https://static-cdn.jtvnw.net/emoticons/v2/22/default/dark/3.0
TheRinger,https://static-cdn.jtvnw.net/emoticons/v2/18/default/dark/3.0
StoneLightning,https://static-cdn.jtvnw.net/emoticons/v2/17/default/dark/3.0
OptimizePrime,https://static-cdn.jtvnw.net/emoticons/v2/16/default/dark/3.0
JKanStyle,https://static-cdn.jtvnw.net/emoticons/v2/15/default/dark/3.0
R),https://static-cdn.jtvnw.net/emoticons/v2/14/default/dark/3.0
;P,https://static-cdn.jtvnw.net/emoticons/v2/13/default/dark/3.0
:P,https://static-cdn.jtvnw.net/emoticons/v2/12/default/dark/3.0
;),https://static-cdn.jtvnw.net/emoticons/v2/11/default/dark/3.0
:/,https://static-cdn.jtvnw.net/emoticons/v2/10/default/dark/3.0
<3,https://static-cdn.jtvnw.net/emoticons/v2/9/default/dark/3.0
:O,https://static-cdn.jtvnw.net/emoticons/v2/8/default/dark/3.0
B),https://static-cdn.jtvnw.net/emoticons/v2/7/default/dark/3.0
O_o,https://static-cdn.jtvnw.net/emoticons/v2/6/default/dark/3.0
:|,https://static-cdn.jtvnw.net/emoticons/v2/5/default/dark/3.0
>(,https://static-cdn.jtvnw.net/emoticons/v2/4/default/dark/3.0
:D,https://static-cdn.jtvnw.net/emoticons/v2/3/default/dark/3.0
:(,https://static-cdn.jtvnw.net/emoticons/v2/2/default/dark/3.0
:),https://static-cdn.jtvnw.net/emoticons/v2/1/default/dark/3.0
